probability,num_steps_taken,num_examinations,num_cells_processed,num_bumps,num_plans,runtime
0.3,10297,11117,11822119,1725,8028,5.591312099
0.3,60761,72801,18690218,2900,32480,19.076555383
0.3,35583,42687,18639015,2900,21766,13.542105798
0.3,6609,6196,9719671,1485,5425,4.237132386
0.3,16235,17132,18115149,2822,12463,8.796812893
0.3,6609,6196,9719671,1485,5425,4.02680353
0.3,79,83,153070,15,81,0.061020468
0.3,79,83,153070,15,81,0.060503564
0.3,79,84,153070,15,81,0.058596797
0.3,14274,15299,14085447,2273,10282,7.125285784
0.3,4748,4524,6175546,947,3637,2.642984544
0.3,4748,4524,6175546,947,3637,2.638836351
0.3,15988,17776,16265649,2718,12417,8.3297286
0.3,15988,17776,16265649,2718,12417,8.381162195
0.3,44718,51838,17515979,2924,24631,15.02150216
0.3,42896,47964,18924651,3030,23180,14.698953614
0.3,12912,13023,15078383,2389,9782,7.007219935
0.3,42896,47964,18924651,3030,23180,14.681488946
0.3,44535,50767,19443402,2985,24464,15.349607202
0.3,10389,10611,11982604,1844,7829,5.576965051
0.3,10389,10611,11982604,1844,7829,5.565944395
0.3,6147,6351,7460126,1200,4728,3.349819525
0.3,6147,6351,7460126,1200,4728,3.357928216
0.3,6147,6351,7460126,1200,4728,3.344927557
0.3,1019,932,1820654,304,932,0.690937631
0.3,1019,932,1820654,304,932,0.678772867
0.3,1019,932,1820654,304,932,0.67819727
0.3,9212,9676,12557794,1812,7503,5.60751799
0.3,17316,18794,18124156,2757,12939,9.116838279
0.3,17316,18795,18124156,2757,12939,9.095888765
0.3,9311,9329,10746296,1720,6932,4.970199691
0.3,9311,9329,10746296,1720,6932,4.965089182
0.3,9311,9328,10746296,1720,6932,4.954844107
0.3,25078,28571,17666664,2869,16262,10.767918948
0.3,25078,28569,17666664,2869,16262,10.751891024
0.3,25078,28567,17666664,2869,16262,10.776030593
0.3,3333,3106,5045352,865,2780,2.034778115
0.3,34647,37432,17419995,3059,19411,12.276472341
0.3,34647,37432,17419995,3059,19411,12.264432399
0.3,7085,6957,8011312,1266,5155,3.686970891
0.3,277,272,509330,78,252,0.185545218
0.3,277,272,509330,78,252,0.191535083
0.3,16627,16359,15393168,2698,11357,7.716314517
0.3,16627,16359,15393168,2698,11357,7.754213954
0.3,16627,16359,15393168,2698,11357,7.71677973
0.3,31897,37140,18758842,2913,19859,12.711537366
0.3,13245,13531,17561020,2745,11238,7.979470649
0.3,31897,37140,18758842,2913,19859,12.722103584
0.3,17653,19367,18034098,2946,13520,9.195624267
0.3,17653,19367,18034098,2946,13520,9.200479724
0.3,17653,19366,18034098,2946,13520,9.209500309
0.3,7982,7576,10986900,1635,6358,4.781413801
0.3,7562,7241,10440813,1540,6050,4.467777396
0.3,7982,7576,10986900,1635,6358,4.709745066
0.3,23533,26340,18171380,2933,15615,10.29193285
0.3,39527,44871,18726520,2999,22301,13.744167195
0.3,23533,26339,18171380,2933,15615,10.284240818
0.3,14068,15227,13032240,2260,9982,6.658548646
0.3,13342,14421,12656157,2201,9550,6.407780442
0.3,14068,15224,13032240,2260,9982,6.664460525
0.3,204,206,387809,53,201,0.142499249
0.3,204,206,387809,53,201,0.142917067
0.3,204,206,387809,53,201,0.143426817
0.3,16692,17647,15580107,2562,11599,7.950384193
0.3,16692,17648,15580107,2562,11599,7.883107625
0.3,16692,17647,15580107,2562,11599,7.88090092
0.3,9118,9639,10845390,1676,7146,4.986483379
0.3,9118,9639,10845390,1676,7146,4.990268568
0.3,52790,62412,18897723,2983,28190,16.990503574
0.3,9779,10463,10374261,1582,7227,4.980160508
0.3,48821,54524,18205961,2983,25470,15.345195397
0.3,15809,16799,15578231,2519,11477,7.783049394
0.3,56039,61331,18167627,2981,27413,16.481500362
0.3,7209,7491,8781262,1365,5678,3.961039383
0.3,4569,4816,5599443,893,3666,2.508746377
0.3,20794,23249,18600929,2860,14991,10.020985049
0.3,20794,23252,18600929,2860,14991,9.974033222
0.3,16222,18081,16479355,2523,12295,8.393047276
0.3,8351,8453,12001114,1832,7056,5.140873673
0.3,8351,8454,12001114,1832,7056,5.132714194
0.3,8351,8453,12001114,1832,7056,5.206313094
0.3,5577,5214,7677785,1163,4412,3.218054063
0.3,5577,5214,7677785,1163,4412,3.20547365
0.3,27789,30091,17139947,2869,16715,10.643815569
0.3,10487,10583,11667179,1869,7685,5.398604511
0.3,10487,10583,11667179,1869,7685,5.403049909
0.3,10487,10583,11667179,1869,7685,5.410855516
0.3,7181,7337,8836729,1413,5622,3.918937283
0.3,12249,13215,12788608,2022,9191,6.237331894
0.3,7181,7337,8836729,1413,5622,3.937512224
0.3,22554,24900,17576610,2847,14883,9.899095917
0.3,22554,24901,17592040,2849,14887,9.902042488
0.3,22554,24900,17576610,2847,14883,9.873840476
0.3,56954,60235,17651826,3019,27118,16.126548079
0.3,15522,15618,14023015,2433,10500,7.108562835
0.3,1444,1402,2080857,352,1195,0.821100837
0.3,14596,15471,16274594,2606,11307,7.793212551
0.3,14596,15471,16274594,2606,11307,7.761320414
0.3,14596,15471,16274594,2606,11307,7.795777051
0.3,14884,16308,14959258,2418,11251,7.505772836
0.3,41820,47726,17536705,2872,23124,13.940131192
0.3,14884,16306,14959258,2418,11251,7.531175251
0.3,22932,25906,17971154,2955,15621,10.238343811
0.3,22932,25904,17971154,2955,15621,10.24050042
0.3,2588,2705,3966815,586,2318,1.641287916
0.3,21528,23897,15719020,2678,13971,9.070092727
