Probability,Solvable,Runtime,Path Length,Number of Cells Processed,Number of Bumps,Number of Planning Steps,Number of Cells Determined
0.0,true,2.851E-4,28.0,118,7,8,54
0.0,true,3.4E-4,28.0,132,6,7,59
0.0,true,1.34E-4,20.0,53,2,3,40
0.0,true,2.672E-4,30.0,106,6,7,53
0.0,true,1.137E-4,20.0,71,1,3,36
0.0,true,1.217E-4,18.0,40,0,2,28
0.0,true,1.834E-4,20.0,31,1,2,41
0.0,true,2.053E-4,22.0,76,4,6,48
0.0,true,3.259E-4,40.0,158,5,8,70
0.0,true,1.834E-4,18.0,64,1,2,38
0.0,true,2.327E-4,38.0,172,4,8,68
0.0,true,2.346E-4,18.0,51,1,2,32
0.0,true,3.424E-4,20.0,80,4,5,48
0.0,true,3.647E-4,34.0,127,5,8,57
0.0,true,4.417E-4,22.0,109,5,7,53
0.0,true,1.16E-4,18.0,41,1,2,32
0.0,true,1.805E-4,18.0,74,2,3,38
0.0,true,4.04E-4,38.0,194,9,12,81
0.0,true,1.555E-4,22.0,68,3,4,49
0.0,true,2.209E-4,28.0,86,4,6,52
