probability,num_steps_taken,num_examinations,num_cells_processed,num_bumps,num_plans,runtime
0.3,319,196,141259,71,321,0.095651298
0.3,319,196,141259,71,321,0.045564078
0.3,10527,3475,1185287,717,4703,0.428153351
0.3,18955,5783,1202677,717,7009,0.488032162
0.3,319,196,141259,71,321,0.043617544
0.3,37949,10940,1241641,717,12163,0.603115521
0.3,37949,10940,1241641,717,12163,0.59711879
0.3,319,196,141259,71,321,0.043946622
0.3,18955,5783,1202677,717,7009,0.476806608
0.3,319,196,141259,71,321,0.043486947
0.3,1282,559,373207,311,1018,0.118596548
0.3,1282,559,373207,311,1018,0.120385089
0.3,25854,6961,1076964,764,8181,0.463680178
0.3,25854,6961,1076964,764,8181,0.46105332
0.3,1282,559,373207,311,1018,0.118002913
0.3,1282,559,373207,311,1018,0.118627696
0.3,1282,559,373207,311,1018,0.118269153
0.3,1282,559,373207,311,1018,0.119684063
0.3,1282,559,373207,311,1018,0.118548676
0.3,1282,559,373207,311,1018,0.117696456
0.3,21999,7083,1191126,710,8302,0.494381987
0.3,2753,1383,938602,582,2371,0.344466248
0.3,2753,1383,938602,582,2371,0.295856019
0.3,2753,1383,938602,582,2371,0.299470125
0.3,2753,1383,938602,582,2371,0.295625667
0.3,2753,1383,938602,582,2371,0.297593675
0.3,21999,7083,1191126,710,8302,0.489802372
0.3,2753,1383,938602,582,2371,0.295888008
0.3,2753,1383,938602,582,2371,0.299010635
0.3,2753,1383,938602,582,2371,0.303960655
0.3,19855,5417,842360,643,6427,0.34881651
0.3,37857,9871,881340,643,10877,0.447587732
0.3,1621,768,497372,334,1304,0.156673536
0.3,1621,768,497372,334,1304,0.157580692
0.3,1621,768,497372,334,1304,0.157585121
0.3,19855,5417,842360,643,6427,0.348815987
0.3,1621,768,497372,334,1304,0.158854293
0.3,1621,768,497372,334,1304,0.159845027
0.3,1621,768,497372,334,1304,0.157878612
0.3,1621,768,497372,334,1304,0.157972311
0.3,367,173,121952,68,287,0.037382022
0.3,367,173,121952,68,287,0.038002509
0.3,367,173,121952,68,287,0.036566609
0.3,367,173,121952,68,287,0.036619767
0.3,367,173,121952,68,287,0.037438329
0.3,367,173,121952,68,287,0.036447894
0.3,46917,13198,1251051,701,14396,0.637737334
0.3,367,173,121952,68,287,0.037619974
0.3,367,173,121952,68,287,0.036356324
0.3,367,173,121952,68,287,0.036429099
0.3,738,349,265542,164,615,0.08107717
0.3,13996,4265,1063183,726,5440,0.398729268
0.3,738,349,265542,164,615,0.080420027
0.3,18612,5442,1074836,726,6615,0.426605121
0.3,4540,1815,1039397,726,2992,0.335771812
0.3,13996,4265,1063183,726,5440,0.394930085
0.3,738,349,265542,164,615,0.081963387
0.3,22934,6551,1085013,726,7724,0.449321209
0.3,738,349,265542,164,615,0.080762081
0.3,738,349,265542,164,615,0.080624214
0.3,30771,8192,1185820,740,9414,0.512989169
0.3,23885,6497,1170522,740,7720,0.473176116
0.3,16921,4837,1155799,740,6061,0.431803476
0.3,10373,3315,1141218,740,4540,0.396999132
0.3,30771,8192,1185820,740,9414,0.511229791
0.3,4593,1895,1128538,740,3122,0.362685552
0.3,30771,8192,1185820,740,9414,0.508973303
0.3,23885,6497,1170522,740,7720,0.470736965
0.3,1797,961,656405,418,1645,0.206661398
0.3,4593,1895,1128538,740,3122,0.362672705
0.3,2754,1341,952513,592,2344,0.29894969
0.3,2754,1341,952513,592,2344,0.306296621
0.3,2754,1341,952513,592,2344,0.300896716
0.3,2754,1341,952513,592,2344,0.300840651
