probability,num_steps_taken,num_examinations,num_cells_processed,num_bumps,num_plans,runtime
0.3,2407,1247,3611787,629,1826,1.183131229
0.3,2407,1247,3611787,629,1826,1.218928429
0.3,2407,1247,3611787,629,1826,1.220020547
0.3,129881,35745,17489157,2980,33286,9.072018842
0.3,9863,5060,14301695,2504,7698,4.969941843
0.3,9863,5060,14301695,2504,7698,4.960358081
0.3,244340,69092,19066831,3030,61246,12.861761751
0.3,275358,77528,19142286,3030,68210,13.634025851
0.3,68394,20907,18642917,3030,21794,7.915985973
0.3,18400,7642,16614955,2978,10413,5.978563187
0.3,6610,3298,8943859,1698,4822,3.092859578
0.3,6610,3298,8943859,1698,4822,3.094108661
0.3,21230,8635,18076908,2929,11656,6.554407205
0.3,134494,40370,18355579,2929,37814,9.825469035
0.3,140152,41933,18368866,2929,39111,9.963219091
0.3,15102,6906,18405793,2964,10231,6.539984262
0.3,5730,3117,9353700,1523,4740,3.203554389
0.3,5730,3117,9353700,1523,4740,3.211414725
0.3,2638,1449,4700608,713,2267,1.577530103
0.3,2638,1449,4700608,713,2267,1.570618345
0.3,2638,1449,4700608,713,2267,1.576591039
0.3,1551,941,3041537,496,1416,0.993352169
0.3,61903,18280,18049563,2965,19287,7.449893634
0.3,21457,8380,17911964,2965,11308,6.465808768
0.3,21431,8773,18575362,2970,11780,6.774627449
0.3,335775,95818,19308797,2970,85308,15.891033607
0.3,101785,30823,18762490,2970,30298,9.084581557
0.3,7887,4395,13583588,2109,6931,4.723474909
0.3,7887,4395,13583588,2109,6931,4.723061576
0.3,7887,4395,13583588,2109,6931,4.72695479
0.3,9433,4828,14159336,2436,7413,4.94547276
0.3,9433,4828,14159336,2436,7413,4.926694162
0.3,9433,4828,14159336,2436,7413,4.928519212
0.3,2046,1166,3683025,537,1763,1.221760775
0.3,14586,6847,18862975,2949,10238,6.675932823
0.3,51690,16748,18960928,2949,18371,7.676513424
0.3,278,210,651469,90,292,0.209015858
0.3,70782,20597,17724359,3008,21034,7.592643402
0.3,265964,70719,18267523,3008,61347,12.509748259
0.3,40381,13240,18263510,2954,15231,7.063155922
0.3,70141,21123,18345939,2954,21763,7.794189539
0.3,23799,8964,18212688,2954,11757,6.579316741
0.3,3846,2198,6065878,1017,3243,2.0894461
0.3,3846,2198,6065878,1017,3243,2.077125159
0.3,3846,2198,6065878,1017,3243,2.081225108
0.3,11596,5886,17271506,2956,9162,6.009157959
0.3,11596,5886,17271506,2956,9162,5.98956893
0.3,17962,7729,17776793,3031,10788,6.343175512
0.3,8154,4575,13634828,2243,7079,4.744777944
0.3,19226,7976,17843925,2976,11032,6.401907245
0.3,19226,7976,17843925,2976,11032,6.423298747
0.3,1302,747,1990894,384,1089,0.659913367
0.3,83700,25419,16978817,2979,25133,7.813361074
0.3,1302,747,1990894,384,1089,0.659083272
0.3,7636,3924,11788364,1900,6035,4.051007215
0.3,7636,3924,11788364,1900,6035,4.0553942
0.3,7636,3924,11788364,1900,6035,4.048798964
0.3,2249,1208,3485654,605,1755,1.145972416
0.3,2249,1208,3485654,605,1755,1.147452017
0.3,2249,1208,3485654,605,1755,1.148129561
0.3,5084,2726,8265920,1311,4125,2.793705856
0.3,5084,2726,8265920,1311,4125,2.791051866
0.3,5084,2726,8265920,1311,4125,2.792715404
0.3,55053,17442,18380072,3000,18817,7.489720105
0.3,19743,8269,18288747,3000,11427,6.609824524
0.3,5043,2788,8799426,1362,4349,2.982412072
0.3,134847,40483,19057944,2934,37636,9.912954072
0.3,47317,15909,18847776,2934,17499,7.482840148
0.3,92159,28348,18957923,2934,27707,8.708894475
0.3,1040,666,1783401,306,951,0.590123035
0.3,1040,666,1783401,306,951,0.589010976
0.3,1040,666,1783401,306,951,0.590478154
0.3,56596,17783,18378800,2989,19302,7.539571305
0.3,56596,17783,18378800,2989,19302,7.537136688
0.3,18832,8028,18281970,2989,11244,6.561426273
0.3,7780,4352,13630550,2090,6845,4.676060527
0.3,28692,10529,19455909,3004,13514,7.155729873
0.3,7780,4352,13630550,2090,6845,4.691525039
0.3,5343,2937,8699139,1503,4462,2.962933436
0.3,5343,2937,8699139,1503,4462,2.939734009
0.3,5343,2937,8699139,1503,4462,2.958638418
0.3,20604,8477,17369853,2929,11391,6.281607584
0.3,243614,70101,17936065,2929,62486,12.528923248
0.3,8034,4308,12254528,2055,6530,4.231539463
0.3,6454,3389,10775778,1700,5317,3.641358415
0.3,6454,3389,10775778,1700,5317,3.64140884
0.3,6454,3389,10775778,1700,5317,3.645293085
0.3,44774,14817,18093973,2966,16700,7.098492055
0.3,6540,3518,10009847,1671,5364,3.427097794
0.3,62492,19812,18138214,2966,20855,7.612173229
0.3,4338,2513,7649519,1213,3846,2.586994407
0.3,4338,2513,7649519,1213,3846,2.588161857
0.3,114826,34558,18288797,2973,33203,9.224799355
0.3,27910,9866,19235075,2975,12696,6.976560203
0.3,27910,9866,19235075,2975,12696,6.945587642
0.3,982,668,2129743,253,1013,0.695311986
0.3,14492,6587,18371499,3008,9971,6.389407757
0.3,572,303,695428,175,385,0.221461992
0.3,51648,16575,18461775,3008,18156,7.378085317
0.3,6404,3431,10726145,1676,5333,3.649355386
0.3,25516,9391,18933566,2968,12407,6.855347858
0.3,6404,3431,10726145,1676,5333,3.646184298
0.3,7781,4229,12184468,1958,6398,4.22585755
0.3,7781,4229,12184468,1958,6398,4.197698382
0.3,16753,7659,18254076,2936,10892,6.462229768
0.3,30457,10376,19288890,2991,13095,7.059944885
0.3,2569,1543,4787077,665,2340,1.593942022
0.3,2569,1543,4787077,665,2340,1.589236749
0.3,67804,20877,18616239,2964,21501,7.813059612
0.3,84798,25479,18658459,2964,25178,8.236209039
0.3,116566,34162,18735290,2964,32139,9.109006425
0.3,56513,17268,17454131,2959,18244,7.133284354
0.3,899,506,1239423,285,688,0.402057854
0.3,899,506,1239423,285,688,0.400043247
0.3,12003,5995,17077600,2974,9296,5.90977038
0.3,18493,7776,17363955,3012,10748,6.208679165
0.3,195847,56360,17802592,3012,49560,10.904680664
